,isbn,count
86419,0671649280,3
86420,0671738267,4
86421,0671896334,1
86422,0812525523,1
86423,0812534298,0
86424,0812535871,1
86425,0812551168,1
86426,0821726625,1
86427,0821745034,1
86428,0886777283,2
86429,1557734259,1
86430,0441261930,1
86431,0688156312,0
86432,0192839098,1
86433,0743409272,1
86434,3458163409,1
86435,0140109064,1
86436,0312193068,0
86437,0312417985,1
86438,0312864523,1
86439,0375704809,1
86440,0380414910,1
86441,0380977400,3
86442,0385314345,1
86443,0385318049,0
86444,0393301311,4
86445,0394586581,0
86446,0394723988,1
86447,0395604842,1
86448,0425194507,2
86449,0446516368,1
86450,0452266793,1
86451,0670821969,2
86452,067088202X,0
86453,0671685406,1
86454,067168843X,1
86455,0688088678,1
86456,0743222768,1
86457,0811828425,1
86458,0871134837,1
86459,0881848646,1
86460,0884360520,1
86461,0888822200,0
86462,0895777916,1
86463,0898158265,2
86464,0899663567,1
86465,096190884X,1
86466,1563051184,2
86467,1883642418,1
86468,006447027X,2
86469,0140118861,1
86470,0142180033,1
86471,0312869568,1
86472,0375719296,1
86473,0380002825,1
86474,038519093X,1
86475,0425190366,1
86476,0671530534,2
86477,0684801752,1
86478,0749712651,0
86479,0765342715,1
86480,0802132642,2
86481,0802138845,1
86482,0862032393,3
86483,0887308554,1
86484,2841871991,1
86485,3423128607,1
86486,3423008849,2
86487,3426610205,0
86488,3426619652,1
86489,3442241774,3
86490,344243565X,1
86491,3442552680,1
86492,0064460800,1
86493,0156013916,1
86494,0385421923,1
86495,0385479174,3
86496,0393316823,1
86497,0393321320,3
86498,0393321843,1
86499,0394715632,3
86500,0486406571,0
86501,0486411192,2
86502,0743214552,2
86503,0786885963,2
86504,0802130593,2
86505,0881450464,0
86506,0887482007,1
86507,0919473539,1
86508,0929583000,1
86509,0932499058,1
86510,0939980096,0
86511,1559362022,2
86512,155936209X,1
86513,1575251450,1
86514,9774242335,0
86515,006100152X,1
86516,0061053589,3
86517,0099773813,0
86518,014011484X,1
86519,0140168087,1
86520,0140431144,2
86521,0140432248,2
86522,0140434674,4
86523,0192816098,1
86524,0207191433,1
86525,0307204065,0
86526,0373191499,2
86527,037570051X,2
86528,0375724613,0
86529,0375754903,1
86530,0380898039,1
86531,0441004504,1
86532,0441007317,1
86533,0449214702,2
86534,0552996963,1
86535,0552996971,1
86536,0586043756,0
86537,0590449419,1
86538,061808486X,3
86539,0671023489,2
86540,0704346184,2
86541,0708836771,0
86542,0739307444,1
86543,0743458346,1
86544,0747249407,1
86545,0749922303,1
86546,0750239751,0
86547,075283472X,2
86548,0805059628,2
86549,0811806049,2
86550,0850311020,1
86551,0864732163,1
86552,1559210176,0
86553,1577193431,1
86554,1842322753,2
86555,1851524282,1
86556,1853260649,0
86557,1857982088,1
86558,1869413199,2
86559,1869620089,1
86560,1880909375,0
86561,0689839030,1
86562,0395701465,1
86563,0399219897,1
86564,0439206634,1
86565,0525650687,0
86566,0525652337,1
86567,0531057925,1
86568,0811813428,1
86569,0596000480,1
86570,1565928717,0
86571,0140076158,2
86572,1931498458,2
86573,3446189599,1
86574,0590660926,2
86575,0889740860,1
86576,0895947005,1
86577,0451402995,1
86578,020141998X,1
86579,0205191584,1
86580,1565920015,3
86581,1850150281,1
86582,0671720368,2
86583,0385485662,2
86584,0771014945,1
86585,3426616998,1
86586,8482189875,1
86587,0743474309,1
86588,1893956237,2
86589,3499234319,1
86590,3499609460,1
86591,0756401844,0
86592,0060969806,1
86593,0385332769,1
86594,0671875825,1
86595,3462032496,1
86596,0805025901,1
86597,0071351868,1
86598,0130816264,1
86599,0155080512,1
86600,0345461517,0
86601,0446353973,1
86602,0446526185,1
86603,0446604011,2
86604,0446670960,1
86605,051714512X,1
86606,0553372904,1
86607,0670043192,1
86608,067085896X,0
86609,0765340704,2
86610,0786865059,2
86611,0811842312,0
86612,0878162216,4
86613,0930289285,0
86614,0938965077,1
86615,096366090X,1
86616,0963660926,1
86617,0963660934,1
86618,1401200451,0
86619,1401200605,1
86620,1401201156,1
86621,1401202004,1
86622,1401202241,1
86623,1401202306,0
86624,1401202888,1
86625,1401203086,1
86626,1582403589,2
86627,1878574507,0
86628,188896300X,1
86629,1888963034,1
86630,1888963050,1
86631,1888963093,1
86632,1888963123,0
86633,9681312473,2
86634,0066212510,1
86635,0156006227,1
86636,0375759816,0
86637,0394715195,2
86638,0609604902,2
86639,0618341617,1
86640,0312967411,2
86641,0804101663,1
86642,0399144986,1
86643,0864426399,1
86644,0806503572,1
86645,0552104140,1
86646,0805417737,0
86647,0553379089,4
86648,0441094880,0
86649,0883659565,1
86650,1886371369,1
86651,0316153907,2
86652,1892016087,0
86653,0425144925,1
86654,0446600776,2
86655,0609604627,1
86656,1558176489,0
86657,0515114057,1
86658,031286082X,1
86659,0060964316,1
86660,0140441875,1
86661,0192752111,2
86662,093004469X,1
86663,1559723793,1
86664,1850152713,1
86665,1892723026,2
86666,3442066719,1
86667,0553477706,1
86668,0553526057,1
86669,0553527371,1
86670,0743509560,1
86671,1587880938,0
86672,1587881705,1
86673,1587884097,2
86674,0061082392,1
86675,0061083011,0
86676,3257230303,2
86677,3293200028,3
86678,3442354951,1
86679,3442443547,1
86680,344244635X,1
86681,3442449944,0
86682,345386476X,1
86683,9879332059,1
86684,8478081712,1
86685,848437386X,1
86686,9501522261,1
86687,3478087120,1
86688,880434881X,1
86689,0061059722,1
86690,0312917813,0
86691,0345260686,1
86692,0345353110,2
86693,0345353129,2
86694,0345402944,3
86695,0373303068,1
86696,0373625596,1
86697,0380773244,1
86698,0440176190,1
86699,0440220572,2
86700,0440222346,1
86701,0441007902,1
86702,0441008925,0
86703,0441010067,2
86704,0441288553,1
86705,044136375X,1
86706,0441441165,0
86707,0446601675,1
86708,0451455029,3
86709,0451456165,0
86710,0451457366,1
86711,0451458494,2
86712,0451459016,1
86713,0505513366,1
86714,0553277820,1
86715,0553278444,1
86716,0553283723,1
86717,055356188X,1
86718,0595146597,1
86719,0595191142,1
86720,067101191X,1
86721,067131999X,0
86722,0671577840,1
86723,0671697846,1
86724,067169880X,1
86725,0671720651,1
86726,0671876627,0
86727,0671877011,2
86728,0756400759,2
86729,0759641161,0
86730,0812522583,1
86731,0812524810,3
86732,0812549899,0
86733,0812551257,1
86734,081258418X,1
86735,0886770165,1
86736,0886772095,1
86737,0898651913,0
86738,0915463849,1
86739,1929381069,1
86740,1929381255,1
86741,0060970170,1
86742,0451526716,4
86743,0590421980,1
86744,0800786335,1
86745,0801034930,1
86746,0913367990,1
86747,8401492041,0
86748,8433970119,1
86749,8440648367,3
86750,844068844X,1
86751,8484503151,1
86752,0856852538,1
86753,0140461787,1
86754,037575010X,0
86755,0312973179,1
86756,0345392221,1
86757,0380724065,2
86758,0425147711,4
86759,0553578634,0
86760,0553583174,1
86761,1575660628,1
86762,1840241128,2
86763,8478445641,0
86764,0316826200,1
86765,0385729766,1
86766,3442142229,1
86767,3499147084,1
86768,8806145096,0
86769,1401075185,1
86770,1401075193,1
86771,0375404155,2
86772,0441002455,0
86773,0451523970,1
86774,0553471104,1
86775,0671709399,1
86776,0309069874,1
86777,0935180222,1
86778,1592864589,1
86779,0201694719,1
86780,0375725121,1
86781,0380715201,0
86782,0452278821,3
86783,0671400525,2
86784,0671663755,2
86785,0671677268,1
86786,0672310406,0
86787,0738200255,2
86788,0764501224,1
86789,0783802021,1
86790,0803796412,0
86791,0806512954,1
86792,0821733117,1
86793,0832903922,1
86794,0893012629,1
86795,0912528273,0
86796,0931742080,1
86797,0964961520,1
86798,1559585595,1
86799,1929862032,1
86800,1885171471,1
86801,0385334168,3
86802,0440164559,1
86803,1896937004,1
86804,2070374793,1
86805,1853260479,4
86806,3122618303,1
86807,3150034590,0
86808,2070400891,1
86809,2895490236,1
86810,0262032449,1
86811,0374362998,1
86812,0883448017,0
86813,362900833X,1
86814,359610453X,1
86815,0395752914,1
86816,0441823475,1
86817,0441878792,0
86818,0441897088,1
86819,0618056998,1
86820,0373286775,1
86821,044020237X,1
86822,0446302538,1
86823,0821724479,1
86824,0060804769,1
86825,0061001376,1
86826,0704338378,0
86827,0879514256,2
86828,3423124016,1
86829,0060161612,2
86830,0023061316,1
86831,0030494702,1
86832,0060904666,1
86833,0130038482,0
86834,0134807561,1
86835,0139017852,1
86836,0139405933,1
86837,0140216316,1
86838,0155220942,0
86839,0253181410,1
86840,0292710917,1
86841,0385059469,1
86842,0394731131,1
86843,0394748123,0
86844,0395140145,1
86845,0425126269,1
86846,0442207174,1
86847,0442240449,1
86848,0446346748,0
86849,0451188888,2
86850,0452006066,1
86851,0486202763,1
86852,0486209725,0
86853,0486214869,1
86854,0486226859,1
86855,0486227073,1
86856,048622709X,1
86857,0486235289,0
86858,0486235831,1
86859,0486236862,1
86860,0498013251,1
86861,0498076520,1
86862,0517183358,0
86863,0520000358,1
86864,0520044266,1
86865,052547370X,1
86866,0525474641,1
86867,0553348698,0
86868,0553568817,3
86869,0609600613,1
86870,0671203533,0
86871,0671420690,1
86872,0671462962,1
86873,067473906X,2
86874,0679455795,0
86875,0684193612,1
86876,0691016852,1
86877,0714813486,1
86878,0741207362,1
86879,0786703016,0
86880,0800801962,1
86881,0802774733,1
86882,0804466483,1
86883,0804466491,1
86884,0805002375,0
86885,0806118172,1
86886,0807611956,1
86887,0810922266,1
86888,0812008804,1
86889,0818007095,0
86890,0821211188,1
86891,0823000753,1
86892,0823006018,1
86893,0823007804,1
86894,0823008258,0
86895,0823013634,1
86896,0823013677,1
86897,0823014002,1
86898,0823025527,1
86899,0823026108,0
86900,0823027007,1
86901,0823032906,1
86902,0823045056,1
86903,0836262093,1
86904,0847804585,0
86905,0871002396,1
86906,0871400332,1
86907,0872236307,1
86908,0875164323,1
86909,0877280673,0
86910,0877900299,1
86911,0878918930,1
86912,0879510722,1
86913,0879511591,1
86914,0891347267,0
86915,0891347992,1
86916,0910142513,1
86917,0910296448,1
86918,0912310731,1
86919,0915776014,0
86920,0916694534,1
86921,0963564218,1
86922,0964803607,1
86923,156924877X,1
86924,1880032422,2
86925,0380975262,1
86926,044651912X,1
86927,1567187226,1
86928,0020147953,1
86929,0060609583,2
86930,0385475616,2
86931,039457009X,1
86932,0553089625,1
86933,0747502714,0
86934,0889950830,1
86935,0609608010,1
86936,0140237194,1
86937,0060167807,1
86938,0393023311,1
86939,0865473250,1
86940,0002233509,1
86941,3257228910,1
86942,3257220502,0
86943,3442450683,1
86944,3442453461,1
86945,3787692800,1
86946,0671726900,1
86947,0060392983,3
86948,0310259819,1
86949,9546071234,0
86950,9548240300,1
86951,0786866063,1
86952,0965859800,1
86953,0060393866,1
86954,0312287941,2
86955,0375726411,1
86956,0131551698,1
86957,0356093905,0
86958,0425161110,2
86959,0517250535,1
86960,0600378675,1
86961,0060935863,0
86962,1558852832,1
86963,0020016700,1
86964,0029353017,1
86965,0060085630,1
86966,0060107278,0
86967,0060913916,1
86968,0060916389,1
86969,0061054321,1
86970,007037340X,1
86971,0070535272,0
86972,0070637342,1
86973,0071373616,1
86974,0072127732,1
86975,0072130903,1
86976,0072131829,0
86977,0072193816,1
86978,0124558399,1
86979,0130333514,2
86980,0130953881,1
86981,0132896613,1
86982,0201354438,1
86983,0236154613,1
86984,031214329X,1
86985,0312154836,1
86986,0312266855,2
86987,0312267312,0
86988,0312420110,1
86989,0312865317,1
86990,0312866399,2
86991,0312959427,1
86992,0316115894,2
86993,0345329201,1
86994,0345329228,1
86995,0345418344,1
86996,0345460677,2
86997,0373288026,1
86998,0375700676,1
86999,0375702504,1
87000,0380708698,1
87001,0380725746,1
87002,0380730103,1
87003,0380793296,1
87004,0380794322,1
87005,0385236727,0
87006,0385265212,1
87007,0385419732,1
87008,0393063747,1
87009,0394574273,1
87010,0395445388,0
87011,039912439X,1
87012,0399136746,1
87013,0399141545,2
87014,0399507930,0
87015,0425075036,1
87016,0425097471,2
87017,0425154548,1
87018,0440505003,5
87019,0440506387,1
87020,0446324736,1
87021,0446347051,1
87022,0446513776,0
87023,0446514330,2
87024,0446514535,1
87025,0446516767,1
87026,0446604704,0
87027,0446676578,1
87028,0446677124,2
87029,0449211738,1
87030,0449221156,0
87031,0449908984,1
87032,0451122453,1
87033,0451158091,1
87034,0451404866,1
87035,0452267587,3
87036,0471125695,1
87037,0471138983,0
87038,0471831743,1
87039,0515095087,1
87040,0515098140,1
87041,0515114324,1
87042,0517051044,0
87043,0517388065,1
87044,0517405067,1
87045,0517500930,1
87046,0517537540,1
87047,0517682362,0
87048,0520009282,1
87049,0520009290,1
87050,0525942068,1
87051,0553076426,1
87052,0553246984,1
87053,0553263870,2
87054,0553264656,1
87055,0553267337,1
87056,0553291696,2
87057,0553483102,1
87058,0596000715,2
87059,0596001304,1
87060,0596001959,1
87061,0596002971,0
87062,0606189831,1
87063,060960595X,2
87064,0670837016,1
87065,067102471X,3
87066,0671034898,2
87067,0671418297,1
87068,0671467727,1
87069,0671542842,1
87070,0671646478,1
87071,0671659979,1
87072,0671689398,1
87073,0671708260,2
87074,0671708333,1
87075,0671736310,1
87076,0671784668,1
87077,0671867636,0
87078,0671871579,1
87079,0671876716,2
87080,0671878786,1
87081,0671892398,0
87082,0672225158,1
87083,0672226820,1
87084,0672310120,1
87085,0672315238,1
87086,0672315459,0
87087,0679015396,1
87088,0679016104,1
87089,0679017267,1
87090,067901893X,1
87091,0679020136,0
87092,0679773738,1
87093,0681406968,2
87094,0681411821,1
87095,0688016227,1
87096,0688166385,1
87097,0735709734,0
87098,0735710082,1
87099,0738203068,2
87100,0738700983,1
87101,0743431677,0
87102,0752805800,2
87103,076151810X,1
87104,0761528989,1
87105,0767905725,0
87106,0782110940,1
87107,0782118453,1
87108,0782119697,1
87109,0782123414,1
87110,0782126057,0
87111,0783881908,1
87112,0785758941,1
87113,0785773428,1
87114,0786203358,1
87115,0786206985,0
87116,0786216190,1
87117,0786222832,1
87118,079248424X,1
87119,0804102295,1
87120,0804105308,0
87121,0804711690,1
87122,0804803498,1
87123,0805016457,2
87124,0806128542,1
87125,0806510609,1
87126,0809236818,2
87127,0809246287,1
87128,0812500385,1
87129,0812513584,1
87130,0821716190,1
87131,0821721186,1
87132,0821760122,1
87133,0821766317,1
87134,0836207076,1
87135,0843137827,3
87136,085368815X,1
87137,0873374339,0
87138,0873375548,1
87139,0873377885,1
87140,0873378504,1
87141,0873378636,1
87142,087341778X,0
87143,0873418247,1
87144,0873641698,1
87145,0873642651,1
87146,0877950407,1
87147,0878572112,0
87148,0882681850,1
87149,0887309429,2
87150,0890510709,1
87151,0894800361,0
87152,0895295849,1
87153,0895865165,1
87154,0896219305,1
87155,0898150124,1
87156,0917120094,1
87157,092963702X,1
87158,0937175226,1
87159,0937175676,1
87160,0943734169,0
87161,0961477407,1
87162,0965492605,1
87163,1550222848,1
87164,1551664763,1
87165,1556156375,0
87166,155615660X,1
87167,1557553262,1
87168,1558172602,1
87169,1558510109,1
87170,1558515690,0
87171,1560100702,1
87172,1562054503,1
87173,1562057235,1
87174,1562059130,1
87175,1562829793,0
87176,1564132617,1
87177,1565920317,1
87178,1565920376,1
87179,1565920600,1
87180,1565920864,1
87181,1565920902,1
87182,1565920988,1
87183,1565921046,1
87184,1565921321,2
87185,1565921496,4
87186,1565921879,1
87187,156592214X,1
87188,1565922182,0
87189,1565922255,1
87190,1565922360,1
87191,1565922433,2
87192,1565922514,0
87193,156592259X,1
87194,1565922662,2
87195,1565922697,1
87196,1565922743,0
87197,1565922867,1
87198,1565922972,2
87199,1565923014,1
87200,1565923146,0
87201,1565923162,1
87202,1565923200,1
87203,1565923383,1
87204,1565923588,1
87205,1565923790,0
87206,1565923928,3
87207,1565924215,1
87208,1565924266,0
87209,1565924495,2
87210,1565924983,1
87211,1565925149,1
87212,1565925203,0
87213,1565925211,1
87214,1565925297,1
87215,1565925424,1
87216,1565926382,1
87217,1565926412,0
87218,1565926609,2
87219,1565926927,1
87220,1566192978,1
87221,1572316381,1
87222,1572318546,1
87223,1578261066,1
87224,1587991705,1
87225,1874061017,0
87226,1874416508,1
87227,1882419685,1
87228,1887140085,1
87229,1888952512,1
87230,0373115059,1
87231,0373116578,1
87232,0373123221,2
87233,0373123280,0
87234,0373123337,2
87235,0373123469,1
87236,0373245718,1
87237,0373288344,1
87238,0373707487,1
87239,0373710518,1
87240,0373711581,3
87241,0373765398,1
87242,0380463679,1
87243,039482492X,0
87244,0394826922,1
87245,0394832868,1
87246,0440117526,2
87247,0440205522,0
87248,0451209400,1
87249,0671632388,1
87250,0684171635,1
87251,0892966440,1
87252,0439058716,0
87253,0425175421,1
87254,1557500169,1
87255,0435906003,2
87256,0451139798,1
87257,1853261270,2
87258,0399238506,1
87259,0971144702,2
87260,0060937920,2
87261,0312284497,2
87262,2253006343,1
87263,2862748889,1
87264,0394731719,0
87265,0314481311,1
87266,188357725X,1
87267,1883577470,1
87268,8421901729,1
87269,844931089X,0
87270,0385495617,1
87271,0394528360,1
87272,067400633X,1
87273,0679600124,1
87274,078949647X,2
87275,0809039435,1
87276,084991146X,3
87277,1574888498,1
87278,0393964620,1
87279,0486210308,1
87280,0738202347,1
87281,3596802334,1
87282,0394424638,1
87283,1585422231,1
87284,1841954667,1
87285,0812096614,2
87286,080707098X,1
87287,8401541298,1
87288,2258061121,1
87289,8483107783,1
87290,0252061543,1
87291,0380018128,1
87292,078601427X,3
87293,3257063261,1
87294,0192824899,1
87295,0582416892,1
87296,3482566461,0
87297,1586480359,2
87298,0312111053,1
87299,077108823X,1
87300,0887532330,0
87301,0919934145,1
87302,1552091244,1
87303,0449149471,1
87304,1591131421,1
87305,0849943809,1
87306,1551663171,1
87307,3442247276,1
87308,0345353978,1
87309,8435006484,0
87310,0006913822,1
87311,0061060933,1
87312,0373221304,1
87313,0590374621,1
87314,0749729546,1
87315,031287846X,2
87316,0374146837,1
87317,0374204772,2
87318,0385497989,1
87319,0393021262,1
87320,0394537718,0
87321,0399150714,1
87322,0618197214,2
87323,0743233840,1
87324,0745318460,1
87325,0802713076,2
87326,080483170X,1
87327,1552977099,0
87328,1552978044,1
87329,1570719837,1
87330,1886913064,1
87331,0310467020,1
87332,0373162553,1
87333,0446300365,1
87334,0821736469,1
87335,0821743805,1
87336,0020518307,2
87337,0060173521,1
87338,0060516216,1
87339,0066211069,2
87340,0072294302,1
87341,0130207489,1
87342,0140014454,0
87343,0140051996,2
87344,0140189440,2
87345,0140233725,4
87346,014025241X,2
87347,0140261907,1
87348,0140366725,1
87349,0140390065,1
87350,0140441611,1
87351,0140445420,1
87352,0141182229,1
87353,0142000701,0
87354,0142001538,1
87355,015184903X,1
87356,0156444453,1
87357,0192831275,1
87358,0205296912,1
87359,0307108023,1
87360,0312233353,1
87361,0312303556,1
87362,0312420315,4
87363,0316132128,0
87364,0316373141,2
87365,0316914711,1
87366,0374424829,1
87367,0375703780,0
87368,0375703918,1
87369,0375760113,1
87370,0380720450,1
87371,038079280X,0
87372,0385079664,3
87373,038546889X,1
87374,0385482329,0
87375,0385485581,1
87376,0385498861,2
87377,0385721811,3
87378,0394402294,2
87379,0395690013,1
87380,0399128980,1
87381,0399139338,1
87382,0399149880,1
87383,0446311677,0
87384,0446530719,1
87385,0451522028,1
87386,0451524632,1
87387,0451524918,1
87388,0451525191,0
87389,0451526473,2
87390,0452269164,1
87391,0452271681,1
87392,0517072297,1
87393,0553206966,1
87394,0553252364,1
87395,0609801961,1
87396,067088040X,0
87397,0671024388,3
87398,0671034863,1
87399,0671606816,0
87400,0671734563,2
87401,067941195X,1
87402,0679415866,4
87403,0679429077,1
87404,067972544X,1
87405,0679734503,2
87406,0679750924,1
87407,0679752935,0
87408,0679756515,1
87409,0679763430,1
87410,0684823047,1
87411,0696208237,1
87412,0697252825,0
87413,0743456386,2
87414,0762711167,2
87415,0764505947,1
87416,078580921X,1
87417,0786862378,1
87418,0786866969,1
87419,0789428091,0
87420,0791414043,1
87421,0804006660,1
87422,0807063150,1
87423,0809101742,1
87424,0809298929,0
87425,0810914301,1
87426,0810933519,1
87427,0811824233,1
87428,0812518152,2
87429,0812920422,2
87430,0816640068,1
87431,0821226010,0
87432,0836237013,1
87433,0861711300,1
87434,0871138557,1
87435,0872861252,1
87436,0877732647,4
87437,0877739544,0
87438,0877739803,1
87439,0877799040,2
87440,0892633352,1
87441,091656701X,0
87442,0940208156,1
87443,0942299795,1
87444,0943914795,1
87445,1556432038,1
87446,1556703120,0
87447,1560443944,1
87448,1561385239,1
87449,1561385565,1
87450,1563410559,1
87451,1564580458,0
87452,1568362943,1
87453,1570620253,1
87454,1583220577,2
87455,1590710169,1
87456,1593760000,1
87457,1862043612,1
87458,1892041243,1
87459,2080135589,0
87460,3829028911,3
87461,4770019653,1
87462,0747551650,2
87463,1857024974,1
87464,1874597421,1
87465,0345410157,0
87466,0385476833,1
87467,0886770831,3
87468,140100377X,1
87469,1401046371,1
87470,140104638X,1
87471,8423326799,1
87472,8420466646,0
87473,3463007924,1
87474,3485009423,4
87475,3492260136,1
87476,0786890479,1
87477,2070360288,1
87478,2070403343,1
87479,044651280X,1
87480,0449243575,2
87481,1572319518,0
87482,0664213030,1
87483,0871562383,1
87484,1414072716,1
87485,0446612138,1
87486,0689858124,0
87487,0394714423,1
87488,0812510100,1
87489,0709073712,1
87490,0060527234,1
87491,0312321430,1
87492,0451196902,1
87493,3442161444,1
87494,3548256821,1
87495,0060963026,0
87496,0452283191,1
87497,0761117199,3
87498,1558532609,1
87499,1585745022,1
87500,0802117384,1
87501,2070324613,1
87502,2070376206,1
87503,2070378772,2
87504,2070384101,1
87505,2070404676,0
87506,2070415872,2
87507,2070423514,1
87508,2070742776,1
87509,2070744582,0
87510,2226089241,1
87511,2253143669,1
87512,2266023047,3
87513,2290325392,1
87514,2868531938,1
87515,2882500580,1
87516,0967408105,0
87517,0316108677,4
87518,0345282647,1
87519,0440972922,6
87520,0553251643,1
87521,0590407848,0
87522,0590415069,1
87523,0590424351,2
87524,0590432087,1
87525,0590453610,0
87526,0590480057,1
87527,0671724835,3
87528,0689800975,1
87529,0743474341,1
87530,0771054920,1
87531,0806947683,1
87532,0874066751,0
87533,1551090848,1
87534,1558746153,2
87535,1561445770,1
87536,1861874790,0
87537,8811666376,1
87538,0312241704,2
87539,1930652836,1
87540,0345312333,1
87541,0025152009,2
87542,0060915412,1
87543,0061009547,1
87544,019505976X,1
87545,0312309171,2
87546,0345378296,0
87547,0380730391,2
87548,0385171218,2
87549,0385492847,0
87550,0394729471,3
87551,0399133674,1
87552,0399138919,2
87553,0439063353,1
87554,0517147483,1
87555,0517701774,0
87556,0553372114,2
87557,060960077X,2
87558,0671769235,1
87559,0671797905,1
87560,0679447741,1
87561,0679722327,2
87562,0679732217,1
87563,0688126693,1
87564,0688170838,1
87565,0786700661,2
87566,0802136621,2
87567,0807070823,0
87568,0895770652,2
87569,0912500131,1
87570,0937295337,1
87571,1570624097,4
87572,1586603884,0
87573,1586631152,1
87574,1892859106,2
87575,039914823X,1
87576,1587880431,0
87577,1592400302,1
87578,8420632988,1
87579,8420672548,1
87580,8472238962,1
87581,8497340051,0
87582,1570066248,1
87583,1592866646,1
87584,0965604403,1
87585,0140186417,2
87586,0312275633,2
87587,0446362999,1
87588,0736901523,0
87589,0809224755,1
87590,0960170618,1
87591,3462032445,1
87592,1558614575,1
87593,075531073X,3
87594,0374410828,1
87595,0836218671,2
87596,0937175641,1
87597,1895383005,1
87598,080504891X,2
87599,0809064308,1
87600,0333782348,1
87601,0448089327,0
87602,014131091X,1
87603,0152163050,1
87604,0688121926,2
87605,068983263X,1
87606,0812967089,1
87607,0851129943,1
87608,0380718286,1
87609,0471155632,0
87610,0812885074,1
87611,0895779250,1
87612,3466343941,2
87613,0060575816,1
87614,0064473589,1
87615,0064473597,1
87616,0142501913,1
87617,015216782X,0
87618,0345465296,1
87619,0385319940,2
87620,0393900711,1
87621,0613124189,0
87622,0660185369,1
87623,0316853615,1
87624,0590554905,1
87625,0192821571,1
87626,0345392469,3
87627,0380545853,1
87628,0425169847,0
87629,0440123046,3
87630,0449221423,1
87631,0771067526,0
87632,0812554949,1
87633,0020812108,1
87634,0061011754,1
87635,0380774216,1
87636,0399126023,0
87637,0529064812,1
87638,0767914104,2
87639,1558537538,1
87640,0399130624,0
87641,0517549441,1
87642,0765198312,2
87643,0345406931,3
87644,0060295562,1
87645,0064471284,1
87646,0152606475,1
87647,0312950527,2
87648,0316137944,1
87649,0316139246,0
87650,0316139300,1
87651,0316139823,1
87652,0316140716,1
87653,0316141259,1
87654,0316141674,0
87655,0375420630,2
87656,0375702458,1
87657,0375758240,1
87658,0425163458,1
87659,0425178811,1
87660,0440918146,2
87661,0515124702,0
87662,0515128694,1
87663,0515129755,1
87664,0553577050,2
87665,0804102880,0
87666,0804115753,1
87667,0804117640,1
87668,0804119228,1
87669,0805005218,1
87670,0807085138,0
87671,0809229501,1
87672,0809232154,1
87673,0843176113,1
87674,156947169X,1
87675,1591606888,0
87676,0137926154,1
87677,0374181136,1
87678,0385729537,1
87679,0595089844,1
87680,0671009834,1
87681,0786887257,1
87682,0836254163,1
87683,0895265044,1
87684,0972084606,0
87685,1555831184,2
87686,1560233575,1
87687,1561700231,1
87688,1565123964,0
87689,1567311903,1
87690,1572240032,1
87691,1929109083,1
87692,0866119647,1
87693,1859849296,1
87694,2070362760,1
87695,0345379624,3
87696,0879052473,2
87697,8806129767,1
87698,0679728635,0
87699,0440208319,2
87700,0595168477,1
87701,0399146466,2
87702,2020380854,1
87703,0374522243,2
87704,0451527348,3
87705,0764107704,1
87706,0768900492,0
87707,0862322952,1
87708,093279601X,1
87709,1566392918,1
87710,3423124393,1
87711,3451269325,0
87712,0425183394,4
87713,9500724057,2
87714,9501503771,2
87715,9504906354,0
87716,9879402219,2
87717,0375725539,2
87718,0739436376,0
87719,0689851898,1
87720,1553692527,1
87721,8170187184,1
87722,8188086010,1
87723,0312263988,0
87724,0446357464,1
87725,0809224895,1
87726,1562453688,1
87727,0023385022,1
87728,0307001113,0
87729,0307101894,2
87730,0307109097,1
87731,0307301419,1
87732,030730308X,0
87733,0307988376,1
87734,0394502698,2
87735,0439332451,1
87736,0553582399,3
87737,0590034804,1
87738,0590929534,0
87739,069401639X,2
87740,087666513X,1
87741,1572313234,1
87742,1574882163,0
87743,1550548638,1
87744,1931561001,2
87745,2762118654,1
87746,0373263325,0
87747,0553576186,1
87748,038526769X,1
87749,0684838206,1
87750,0061031372,1
87751,0312968205,2
87752,0440325374,1
87753,0671644777,1
87754,0786881364,0
87755,1565120108,1
87756,038077836X,1
87757,0393325237,2
87758,0435909886,1
87759,9176435245,3
87760,0316912581,1
87761,039569938X,2
87762,039951872X,1
87763,0553576968,1
87764,0789432951,1
87765,0806524502,1
87766,0812037936,1
87767,0812041585,1
87768,0821223437,1
87769,0821225642,1
87770,0871315572,1
87771,0877015066,1
87772,0882404288,1
87773,0895773066,2
87774,0896583856,1
87775,0941434958,2
87776,1400048702,1
87777,155597225X,1
87778,1560242876,2
87779,1565651502,1
87780,1579541879,0
87781,1582450366,2
87782,1859674313,1
87783,1896998089,1
87784,0316095583,1
87785,8817150444,2
87786,8882462870,1
87787,0553492268,1
87788,059044302X,1
87789,0590543393,1
87790,082632150X,1
87791,0842374183,3
87792,0394522915,1
87793,0679452338,1
87794,0877950245,1
87795,0060509554,2
87796,0062511882,0
87797,0385417993,1
87798,0553380052,1
87799,0028610741,1
87800,006015425X,1
87801,0060296410,0
87802,0060523182,2
87803,014009301X,1
87804,0140236791,1
87805,0198320256,0
87806,0375702172,1
87807,037575914X,1
87808,0380713470,1
87809,0440219620,1
87810,0449220982,2
87811,0449238768,1
87812,0520070070,1
87813,067174190X,0
87814,0689305699,1
87815,0689802161,1
87816,0689840373,1
87817,0698115899,1
