isbn,book_author,publisher,language,category_high,years
0892965835,Margaret Yorke,Warner Books,en,fiction,2000
0892966505,Marcia Muller,Warner Books,en,fiction,2000
0044402449,Barbara Hambly,Collins,en,fiction,1990
0060932171,others,Perennial,en,fiction,2020
0140431020,Jane Austen,Penguin,en,fiction,1980
0140620508,others,Penguin,en,fiction,2000
0241141095,others,Hamish Hamilton,en,fiction,2020
0273622218,others,Prentice Hall,en,business,2000
0340766638,others,Trafalgar Square,en,fiction,2000
0416469604,Benjamin Hoff,Routledge,en,fiction,1990
0450547434,James Herbert,Hodder & Stoughton,en,fiction,2000
0671743058,Robert McCammon,Pocket,en,fiction,2000
0749425628,others,others,en,fiction,2000
0751530328,Storm Constantine,Firebird Distributing,en,fiction,2020
0860680649,Margaret Atwood,Trafalgar Square,en,fiction,2000
1841120685,others,Wiley,en,fiction,2020
1895565545,others,Firefly Books Ltd,en,art,2000
2253098183,Emile Zola,LGF,en,fiction,2000
0156013126,Amos Oz,Harvest Books,en,fiction,2020
0380717581,Sue Henry,Avon,en,fiction,2000
0380721643,Nevada Barr,Avon,en,fiction,2000
0380788632,Sue Henry,Avon,en,fiction,2000
0380788640,Sue Henry,Avon,en,fiction,2020
0380798573,Elizabeth Peters,Avon,en,fiction,2020
0425083837,Tom Clancy,Berkley Publishing Group,en,fiction,1990
0425135721,Lawrence Sanders,Berkley Publishing Group,en,fiction,2000
0425176037,Carol O'Connell,Berkley Publishing Group,en,fiction,2020
0425183750,Nevada Barr,Berkley Publishing Group,en,fiction,2020
0440209986,Susan Dunlap,Dell,en,fiction,2000
0446610941,others,Warner Books,en,fiction,2020
0449223132,John Updike,Fawcett,en,fiction,2000
0515090654,Lavyrle Spencer,Jove Books,en,fiction,1990
0515130540,others,Jove Books,en,fiction,2020
0553270486,others,Bantam,en,fiction,1990
0553279378,MAYA ANGELOU,Bantam,en,fiction,1990
0786867787,others,Hyperion,en,fiction,2020
0786890061,Ridley Pearson,Hyperion,en,fiction,2020
1551666987,Joan Johnston,Mira,en,fiction,2020
0590484133,others,Scholastic,en,fiction,2000
067982412X,Mary Pope Osborne,Random House,en,fiction,2000
0373226918,Charlotte Douglas,Harlequin,en,fiction,2020
0373227272,others,Harlequin,en,fiction,2020
0373872410,others,Steeple Hill,en,fiction,2020
0671550578,Christopher Pike,Simon Pulse,en,fiction,2000
0671550764,Christopher Pike,Simon Pulse,en,fiction,2000
0061054143,Charles Grant,HarperEntertainment,en,fiction,2000
0064420485,Elizabeth Levy,HarperTrophy,en,fiction,2000
0312954115,others,St. Martin's Press,en,business,2000
0345354621,Michael Crichton,Ballantine Books,en,fiction,1990
0380773066,Sharon Green,Harpercollins,en,fiction,2000
0446602299,others,Warner Books,en,fiction,2000
0449220893,Peter Benchley,Fawcett,en,fiction,2000
0451511328,Mary Wollstonecraft Shelley,Signet Book,en,fiction,1970
0590939351,others,Scholastic,en,art,2000
0671525808,Douglas Adams,Pocket,en,others,1990
0671680080,others,Star Trek,en,fiction,1990
0671684027,others,Star Trek,en,fiction,2000
0671701304,others,Star Trek,en,others,2000
0761118691,others,Workman Publishing,en,family,2020
078688214X,others,Hyperion,en,others,2000
0743233026,Larry McMurtry,Simon & Schuster,en,fiction,2020
3442720117,Irvin D. Yalom,Goldmann,en,fiction,2000
3442722403,others,btb,en,fiction,2000
8420646032,H. P. Lovecraft,Alianza,en,fiction,2000
8423333213,Miguel Delibes,Distribooks,en,fiction,2020
0060119071,Tony Hillerman,Harpercollins,en,fiction,1990
0312123337,others,Macmillan,en,fiction,2000
0449911462,others,Ballantine Books,en,business,2000
0931580587,Peter McWilliams,Prelude Press,en,fiction,2000
0965603695,others,others,en,science,2020
0066620732,others,HarperBusiness,en,biography autobiography,2020
0440417449,others,Dragonfly Books,en,fiction,2020
0525446052,Lloyd Alexander,Dutton,en,fiction,2000
0613282728,Sam McBratney,Sagebrush Bound,en,fiction,2020
0671727796,Alice Walker,Pocket,en,fiction,2000
0936896787,others,others,en,fiction,2020
1400000408,others,Sudamericana,en,fiction,2020
1583670955,others,others,en,history,2020
8408042467,others,Planeta,en,fiction,2020
8420611387,Hermann Hesse,Alianza,en,fiction,2000
8425333296,others,Grijalbo,en,fiction,2000
8472236994,others,Tusquets,es,fiction,2000
8478444211,Italo Calvino,Siruela,en,fiction,2000
8483101610,others,Tusquets,en,fiction,2020
8484504336,others,Debols!llo,en,fiction,2020
970651452X,others,others,en,fiction,2020
0312955731,Peter Benchley,St. Martin's Press,en,fiction,2000
045120994X,Erica Jong,Signet Book,en,fiction,2020
0062500260,Lynn V. Andrews,HarperSanFrancisco,en,fiction,1990
0345304659,John Nichols,Ballantine Books,en,fiction,1990
0345344464,others,Ballantine Books,en,fiction,2000
0374115540,Peter Hoeg,Farrar Straus & Giroux,en,fiction,2000
0671718436,Douglas Coupland,others,en,fiction,2000
0786888083,others,Mira,en,biography autobiography,2020
0684163268,Ernest Hemingway,Scribner,en,fiction,1980
0316781142,Anita Shreve,"Little, Brown",en,fiction,2020
0446524131,Sarah Ban Breathnach,Warner Books,en,fiction,2000
0446612626,Scott Turow,Warner Vision,en,fiction,2020
1400031346,Alexander McCall Smith,Anchor,en,fiction,2020
1565076613,others,Harvest House Pub,en,cook,2000
0609801279,Laura Esquivel,Three Rivers Press,en,fiction,2000
3257230915,others,Diogenes,en,fiction,2000
2035877393,others,Continental Book Co Inc,en,fiction,2000
2070374874,others,others,fr,authors french,2020
2290301531,others,J'ai lu,fr,social,2020
0060008024,Marian Keyes,William Morrow,en,fiction,2020
051511264X,Steven Paul Martini,Jove Books,en,fiction,2000
0425052028,others,Berkley Pub Group,en,performing arts,1990
0330491199,Douglas Adams,Macmillan,en,fiction,2020
0060193395,others,Collins,en,health fitness,2000
0345389417,Anne Rice,Ballantine Books,en,fiction,2000
0373217242,Marie Ferrarella,Silhouette,en,fiction,2020
0373471564,Dallas Schulze,Harlequin,en,fiction,2000
0373471599,Joan Johnston,Harlequin,en,fiction,2000
0373484380,Barbara Boswell,Silhouette,en,fiction,2020
0373484518,Debbie Macomber,Silhouette,en,fiction,2020
037370870X,others,Harlequin,en,fiction,2000
0373709307,others,Harlequin,en,fiction,2020
0373709323,others,Harlequin,en,fiction,2020
0373709331,others,Harlequin,en,fiction,2020
0373709870,Brenda Novak,Harlequin,en,fiction,2020
0373710062,others,Harlequin,en,fiction,2020
0373710070,others,Harlequin,en,fiction,2020
0373710186,Kathryn Shay,Harlequin,en,fiction,2020
0373710194,others,Harlequin,en,fiction,2020
0373710208,Judith Bowen,Harlequin,en,fiction,2020
0373710216,Brenda Novak,Harlequin,en,fiction,2020
0373710259,others,Harlequin,en,fiction,2020
0373710267,Judith Bowen,Harlequin,en,fiction,2020
0373710275,Tara Taylor Quinn,Harlequin,en,fiction,2020
037371033X,Muriel Jensen,Harlequin,en,fiction,2020
0373710356,others,Harlequin,en,fiction,2020
0373825013,others,Harlequin,en,fiction,2000
0373834756,Betty Neels,Harlequin,en,fiction,2020
0425144372,Tom Clancy,Berkley Publishing Group,en,fiction,2000
0425147584,Tom Clancy,Berkley Publishing Group,en,fiction,2000
0446363669,Sidney Sheldon,Warner Books,en,fiction,2000
0451177037,Barbara Parker,Signet Book,en,fiction,2000
0451406079,others,Signet Book,en,fiction,2000
0782141676,others,Sybex Inc,en,computer,2020
0795151314,others,others,en,fiction,2020
0940863332,others,others,en,fiction,2000
1565924975,others,O'Reilly,en,fiction,2000
0060675357,Starhawk,Harper & Row,en,exercise,1980
0312152000,others,St. Martin's Press,en,fiction,2000
0345302575,Larry Niven,Del Rey,en,fiction,2000
0345339495,Anne McCaffrey,Del Rey,en,fiction,2000
0345386868,Jack L. Chalker,Del Rey,en,fiction,2000
0345404319,Anne Rice,Ballantine Books,en,fiction,2000
0440918022,Jane Yolen,Laurel,en,fiction,1990
0452283442,others,Plume Books,en,humor,2020
0671525433,V.C. Andrews,Pocket,en,boston mass,1990
0671682830,V.C. Andrews,Pocket,en,others,1990
0671721887,Lois McMaster Bujold,Baen,en,fiction,2000
0688086888,Piers Anthony,Harpercollins,en,fiction,2000
0812571231,Andre Norton,Tor Fantasy,en,fiction,2020
1853260274,Jonathan Swift,NTC/Contemporary Publishing Company,en,fiction,2000
0345441494,others,Ballantine Books,en,fiction,2020
0609609017,others,Harmony,en,fiction,2020
2020326450,others,Seuil,en,fiction,2000
2253041939,Amin Maalouf,LGF,en,fiction,1990
0571057063,others,Faber and Faber,en,fiction,1970
0425098451,Agatha Christie,Berkley Publishing Group,en,fiction,2000
0553572245,Rita Mae Brown,Bantam,en,fiction,2000
0671664921,others,Pocket,en,fiction,1990
0804105138,Charlotte Vale Allen,Ivy Books,en,fiction,2000
0938665650,others,others,en,sports recreation,2020
0786885912,others,Hyperion,en,fiction,2020
0307101479,others,Golden Books,en,bears,2020
0061000299,Tony Hillerman,HarperTorch,en,fiction,2000
0380731207,Elizabeth Peters,Avon,en,fiction,2020
0345432479,Mark Childress,Ballantine Books,en,fiction,2000
0446609560,Donald E. Westlake,Warner Books,en,fiction,2020
0449912108,John Updike,Ballantine Books,en,fiction,2000
0471142425,others,Wiley,en,computer,2000
067940712X,Anna Quindlen,Random House,en,fiction,2000
1550130684,others,others,en,cook,1990
188259312X,others,others,en,fiction,2000
0609810030,others,Three Rivers Press,en,history,2020
0061000035,Tony Hillerman,HarperTorch,en,fiction,2000
038081093X,others,HarperTorch,en,fiction,2020
0448168278,others,Putnam Pub Group,en,fiction,1980
0553573292,others,Bantam,en,fiction,2000
0679810528,others,Random House,en,nonfiction,2000
2910188132,others,others,en,fiction,2000
0060924349,Armistead Maupin,Perennial,en,fiction,2000
0684867974,others,Simon & Schuster,en,biography autobiography,2020
0316171638,Janet Dailey,"Little, Brown",en,fiction,2000
0373289170,others,Harlequin,en,fiction,2000
0440214009,Belva Plain,Dell,en,fiction,2000
0440225116,others,Dell,en,fiction,2000
0671627759,Janet Dailey,Pocket,en,fiction,1990
8433966324,Antonio Tabucchi,Anagrama,es,fiction,2000
8479019395,others,Alfaguara/Santillana USA,en,fiction,2020
8483100959,John Irving,Tusquets,en,fiction,2000
0330346261,Donna Leon,Pan,en,detective and mystery stories,2000
3257211945,John Irving,Diogenes,en,fiction,2000
3257231008,Donna Leon,Diogenes,en,fiction,2000
342312203X,others,Dtv,de,others,2000
3442448387,Arundhati Roy,Goldmann,en,fiction,2000
3499156717,Tom Robbins,Rowohlt,en,fiction,1990
0671743481,others,Pocket,en,fiction,2000
067187876X,others,Baen,en,fiction,2000
0140320431,Roald Dahl,Puffin Books,en,adventure,1980
0440999197,others,Laure Leaf,en,fiction,1990
044166251X,Robert Asprin,Ace Books,en,fiction,2000
0713724048,others,Sterling Pub Co Inc,en,fiction,2000
0743471520,others,Baen,en,fiction,2020
0375758453,others,Random House,en,biography autobiography,2020
0028617363,others,Alpha Books,en,fiction,2000
0060952822,Matt Groening,Perennial,en,comics graphic novels,2000
0312863853,Richard Matheson,St Martins Pr,en,fiction,2000
0345384229,H. P. Lovecraft,Del Rey,en,fiction,2000
0345413997,Robert A. Heinlein,Del Rey,en,fiction,2000
0385334206,Kurt Vonnegut,Delta,en,fiction,2000
0425099334,Dean R. Koontz,Berkley Publishing Group,en,fiction,2000
0449006883,Peter Straub,Fawcett,en,fiction,2020
0449220605,Marge Piercy,Fawcett,en,fiction,2000
0451168615,Stephen King,Signet Book,en,fiction,1990
0553106651,DEAN KOONTZ,Bantam,en,fiction,2000
0553379267,others,Bantam,en,fiction,2000
0553560719,Timothy Zahn,Bantam,en,fiction,2000
0553560735,Kim Stanley Robinson,Bantam,en,fiction,2000
0671024345,Christopher Golden,Simon Spotlight,en,fiction,2000
0671025538,others,Pocket,en,history,2000
0671026291,others,Simon Spotlight,en,fiction,2000
0671027506,Christopher Golden,Simon Spotlight,en,fiction,2000
0886779146,others,Daw Books,en,fiction,2020
1853260010,Emily Bronte,NTC/Contemporary Publishing Company,en,fiction,2000
1853260444,Wilkie Collins,NTC/Contemporary Publishing Company,en,fiction,2000
1853260614,Robert Louis Stevenson,NTC/Contemporary Publishing Company,en,fiction,2000
1853260770,Wilkie Collins,NTC/Contemporary Publishing Company,en,fiction,2000
3442541425,others,Goldmann,en,fiction,2020
0446912069,James Redfield,Warner Books,en,body mind spirit,2000
067972205X,GABRIEL GARCIA MARQUEZ,Vintage,en,biography autobiography,1990
0060391022,Joanna Trollope,Harpercollins,en,fiction,1990
0060931353,others,Perennial,en,fiction,2020
031230238X,Carolly Erickson,St. Martin's Griffin,en,fiction,2020
0345407083,others,others,en,fiction,2020
0385488947,others,Doubleday,en,fiction,2000
0385492235,others,Doubleday,en,fiction,2020
0399135847,Whitley Strieber,Putnam Pub Group,en,fiction,2000
0399146296,others,Putnam Adult,en,fiction,2020
0446522384,others,Warner Books,en,fiction,2000
0446522422,others,Warner Books,en,fiction,2000
0446524182,others,Warner Books,en,fiction,2000
0618263276,others,Mariner Books,en,fiction,2020
0670865796,Jacquelyn Mitchard,Penguin,en,fiction,2000
0671027115,others,Washington Square Press,en,fiction,2020
0671785141,others,Simon & Schuster,en,biography autobiography,2000
0671891650,Larry McMurtry,Simon & Schuster,en,fiction,2000
067978148X,Bret Easton Ellis,Vintage,en,fiction,2000
0684853507,Stephen King,Scribner,en,fiction,2000
0722513585,others,Thorsons Publishers,en,fiction,2000
0761516735,others,Prima Lifestyles,en,nature,2000
0786711035,Joyce Carol Oates,Carroll & Graf Publishers,en,fiction,2020
1551667479,Katherine Stone,Mira,en,fiction,2020
1570671222,others,others,en,fiction,2020
1577330080,others,others,en,nature,2000
0002712172,others,Harpercollins,en,others,2000
0060002433,others,William Morrow,en,fiction,2020
0060084022,Elmore Leonard,HarperTorch,en,fiction,2020
0060093595,others,Rayo,en,fiction,2020
0060185716,others,William Morrow,en,fiction,2020
006019295X,others,Collins,en,fiction,2020
006039384X,Gregory Maguire,Regan Books,en,fiction,2020
0060394366,others,Regan Books,en,biography autobiography,2020
0060503467,others,William Morrow,en,fiction,2020
006051406X,others,Collins,en,fiction,2020
0060523905,others,Collins,en,fiction,2020
006056198X,others,Regan Books,en,fiction,2020
0060745908,Gregory Maguire,Regan Books,en,fiction,2020
0060934425,Kathryn Harrison,Perennial,en,fiction,2020
0060958111,others,Perennial,en,travel,2020
0061031542,others,HarperTorch,en,fiction,2020
0061031550,others,HarperTorch,en,fiction,2020
0061057878,others,Avon,en,fiction,2020
0061092002,Clive Barker,HarperTorch,en,fiction,2000
0061093084,Clive Barker,HarperTorch,en,fiction,2000
0061099015,Clive Barker,Collins,en,fiction,2000
0066211239,others,Rayo,en,fiction,2020
0066212545,others,Collins,en,fiction,2020
0066212901,others,Collins,en,fiction,2020
0066214440,others,William Morrow,en,fiction,2020
014003613X,Fay Weldon,Penguin,en,fiction,2000
0140043519,others,Penguin,en,fiction,1990
0140092862,T. Coraghessan Boyle,Penguin,en,fiction,1990
0140099271,others,Penguin,en,fiction,1990
0140119507,T. Coraghessan Boyle,Penguin,en,fiction,2000
014025644X,others,Penguin,en,fiction,2000
0140280898,others,Penguin,en,fiction,2000
0140299939,T. Coraghessan Boyle,Penguin,en,fiction,2000
0141002166,others,Penguin,en,fiction,2020
0142000892,Ann B. Ross,Penguin,en,fiction,2020
0151003130,Edward Gorey,Harcourt,en,art,2000
0151003378,others,Harcourt,en,pets,2000
0152050167,others,Harcourt,en,fiction,2020
0156006898,others,Harvest Books,en,fiction,2000
0312042779,Diane Mott Davidson,St. Martin's Press,en,fiction,2000
0312119313,others,Picador,en,fiction,2000
0312252854,others,Picador,en,fiction,2020
0312282060,Rhys Bowen,St. Martin's Minotaur,en,fiction,2020
0312282621,Laura Joh Rowland,St. Martin's Minotaur,en,fiction,2020
0312282664,Laura Joh Rowland,St. Martin's Minotaur,en,fiction,2020
0312287984,others,St. Martin's Minotaur,en,fiction,2020
0312289723,Janet Evanovich,St. Martin's Press,en,fiction,2020
0312313810,others,St. Martin's Press,en,fiction,2020
0312318898,Laura Joh Rowland,St. Martin's Minotaur,en,fiction,2020
0312951469,Christopher Moore,St Martins Pr,en,fiction,2000
0312963238,others,St Martins Pr,en,fiction,2000
0312964285,Ngaio Marsh,St. Martin's Press,en,fiction,2000
0312966679,others,St. Martin's Press,en,fiction,2000
0312966695,Ngaio Marsh,St. Martin's Press,en,fiction,2000
0312966709,Ngaio Marsh,St. Martin's Press,en,fiction,2000
0312966717,Ngaio Marsh,St. Martin's Press,en,fiction,2000
0312966849,others,others,en,fiction,2000
0312968329,Ngaio Marsh,St. Martin's Press,en,fiction,2000
0312969880,others,St. Martin's Minotaur,en,fiction,2000
0312970978,Ngaio Marsh,St. Martin's Minotaur,en,fiction,2000
0312978863,Donna Andrews,St. Martin's Paperbacks,en,fiction,2020
0316107093,others,Little Brown & Co,en,humor,1990
0316137251,others,Little Brown & Co,en,biography autobiography,2000
0316365521,others,"Little, Brown",en,fiction,2000
0316603570,James Patterson,"Little, Brown",en,fiction,2020
0345326490,Edward Abbey,Ballantine Books,en,fiction,2000
0345361326,Barbara Hambly,Del Rey,en,fiction,2000
0345438825,others,Ballantine Books,en,fiction,2020
0345443128,others,Ballantine Books,en,fiction,2020
0345450302,others,Ballantine Books,en,fiction,2020
0374129851,others,"Farrar, Straus and Giroux",en,history,2020
0375411070,others,Knopf,en,fiction,2020
0375414290,others,Knopf,en,fiction,2020
0375422412,others,Pan,en,fiction,2020
0375502971,Jon Katz,Villard,en,pets,2020
0375505172,others,Villard,en,fiction,2020
0375508112,others,Random House,en,fiction,2020
0375709118,others,Vintage,en,fiction,2020
0375758232,others,Random House,en,biography autobiography,2020
038000741X,Edward Abbey,Avon,en,fiction,1980
0380728257,Lawrence Block,Avon,en,fiction,2000
0380732343,others,HarperTorch,en,fiction,2020
0380780860,Anne George,Avon,en,fiction,2000
0380780879,Anne George,Avon,en,fiction,2000
0380784491,Anne George,Avon,en,fiction,2000
0380792745,Christopher Moore,Perennial,en,fiction,2020
0380806355,others,HarperTorch,en,fiction,2020
0380816547,Christopher Moore,Perennial,en,fiction,2020
0380842939,others,Avon,en,fiction,1990
0380978407,Christopher Moore,William Morrow,en,fiction,2020
0380978415,Christopher Moore,William Morrow,en,fiction,2020
0385323905,others,Dell,en,fiction,2000
0385484003,others,Doubleday,en,social,2000
0385488181,others,Anchor,en,fiction,2000
0385495420,others,Doubleday,en,fiction,2000
0393046974,others,W.W. Norton & Company,en,fiction,2000
039305747X,others,W. W. Norton & Company,en,fiction,2020
0393319296,Chuck Palahniuk,W.W. Norton & Company,en,fiction,2000
0393325172,Patrick O'Brian,W.W. Norton & Company,en,fiction,2020
0394537602,John Updike,Knopf,en,fiction,1990
0394735307,others,Knopf,en,fiction,1980
0394741919,others,Random House,en,fiction,1990
0394747232,Art Spiegelman,Pan,en,children,1990
0395836220,others,Houghton Mifflin,en,fiction,2020
0395926882,others,Mariner Books,en,fiction,2020
0399146652,Lilian Jackson Braun,Putnam Publishing Group,en,fiction,2020
0399149562,Lilian Jackson Braun,Putnam Publishing Group,en,fiction,2020
0399237232,Brian Jacques,Philomel Books,en,fiction,2020
0425067858,Agatha Christie,Berkley Publishing Group,en,fiction,2020
0425143538,Ngaio Marsh,Berkley Pub Group,en,fiction,2000
0425174727,Agatha Christie,Berkley Publishing Group,en,fiction,2020
0425192725,Sue Grafton,Berkley Publishing Group,en,fiction,2020
0425196429,others,Berkley Publishing Group,en,fiction,2020
0440212561,DIANA GABALDON,Dell,en,fiction,2000
0441363946,Harlan Ellison,Ace Books,en,fiction,1990
0446344672,Lewis Grizzard,Warner Books,en,fiction,1990
0446526681,others,Aspect,en,fiction,2020
0446606928,Walter Mosley,Aspect,en,fiction,2000
0446611085,James Patterson,Warner Books,en,fiction,2020
0449004279,others,Ballantine Books,en,fiction,2000
0451165624,Jack Kerouac,Signet Book,en,others,1990
0451179285,Stephen King,New Amer Library,en,fiction,2000
0451182979,Tamar Myers,Signet Book,en,fiction,2000
0451186346,Lawrence Block,Onyx Books,en,fiction,2000
0451197399,Sharyn McCrumb,Signet Book,en,fiction,2000
0451204158,Thomas Harris,Signet Book,en,fiction,2020
0451206002,Jonathan Kellerman,Signet Book,en,fiction,2020
0451207475,others,Signet Book,en,fiction,2020
0451209850,others,Signet Book,en,fiction,2020
0451452739,Arthur C. Clarke,Roc,en,fiction,2000
0515075078,Ngaio Marsh,Jove Books,en,fiction,1990
0515075345,Ngaio Marsh,Berkley Pub Group,en,fiction,2000
0515076066,Ngaio Marsh,Jove Books,en,fiction,2000
0515076279,Ngaio Marsh,Jove Books,en,fiction,2000
0515081574,Lawrence Block,Jove Books,en,fiction,1990
0515085928,Ngaio Marsh,Jove Books,en,fiction,2000
0517163128,others,Gramercy,en,family,2020
0525946578,others,Dutton,en,fiction,2020
0553109243,Barbara Hambly,Bantam,en,fiction,2020
0553109359,others,Bantam,en,fiction,2020
0553234978,Rex Stout,Bantam,en,fiction,2000
0553251481,Tom Robbins,Bantam,en,fiction,1990
0553261096,Rex Stout,Bantam,en,fiction,2000
0553276069,Rex Stout,Bantam,en,fiction,2000
0553560980,Sheri S. Tepper,Bantam,en,fiction,2000
055356773X,Diane Mott Davidson,Crimeline,en,fiction,2000
0553569619,Jonathan Kellerman,Bantam,en,fiction,2000
0553574566,LAURIE R. KING,Bantam,en,fiction,2000
0553575279,others,Bantam,en,fiction,2000
0553575287,Barbara Hambly,Bantam,en,fiction,2020
0553575295,Barbara Hambly,Bantam,en,fiction,2020
0553579525,LAURIE R. KING,Bantam,en,fiction,2000
0553581058,LAURIE R. KING,Bantam,en,fiction,2020
055358281X,others,Bantam,en,fiction,2020
0609608339,others,Shaye Areheart Books,en,fiction,2020
060980877X,others,Three Rivers Press,en,fiction,2020
0618012710,Tony Hillerman,Mariner Books,en,fiction,2020
0618197338,others,Houghton Mifflin,en,fiction,2020
0618219153,Paul Theroux,Mariner Books,en,fiction,2020
0618246940,others,Mariner Books,en,fiction,2020
0670031909,others,Viking,en,fiction,2020
0670032891,others,Viking,en,books and reading,2020
0670825212,others,Penguin,en,fiction,1990
0671042297,others,Washington Square Press,en,fiction,2020
0671042831,others,Washington Square Press,en,fiction,2020
0671578448,others,Baen,en,fiction,2000
0671659154,others,Pocket,en,fiction,1990
0671880314,Thomas Keneally,Touchstone,en,fiction,2000
0671881884,Christopher Moore,Simon & Schuster,en,fiction,2000
0679722769,James Joyce,Vintage,en,fiction,2000
0679729771,Art Spiegelman,Pan,en,biography autobiography,2000
0679750150,others,Vintage,en,fiction,2000
0679750533,Haruki Murakami,Vintage,en,fiction,2000
0679764895,others,Vintage,en,reference,2000
0684810972,Christopher Moore,Simon & Schuster,en,fiction,2000
0684831376,others,Simon & Schuster,en,fiction,2000
0684844826,Ursula Hegi,Touchstone,en,fiction,2000
0684850400,others,Simon & Schuster,en,family,2000
0684853043,others,Scribner,en,fiction,2000
0684856328,Daniel Pinkwater,Simon & Schuster,en,fiction,2020
0684872536,Martin Cruz Smith,Simon & Schuster,en,fiction,2020
0688021174,others,Harpercollins,en,fiction,1990
0718146298,Janet Evanovich,Penguin,en,others,2000
0740704567,Patrick McDonnell,Andrews McMeel Pub,en,fiction,2020
0740713949,Patrick McDonnell,Andrews McMeel Pub,en,humor,2020
0740721984,others,Andrews McMeel Pub,en,humor,2020
0740723227,others,Andrews McMeel Pub,en,humor,2020
0740728946,others,Andrews McMeel Pub,en,humor,2020
0743227441,Philippa Gregory,Touchstone,en,fiction,2020
0743243307,others,Scribner,en,fiction,2020
0743243412,others,Simon & Schuster,en,fiction,2020
0743411943,others,Washington Square Press,en,fiction,2020
0743422287,others,Atria,en,humor,2020
0743457471,others,Pocket,en,fiction,2020
0751501220,others,Warner Books,en,fiction,2000
0756401356,Tad Williams,Daw Books,en,fiction,2020
0767915054,others,Broadway,en,biography autobiography,2020
0789305186,others,others,en,humor,2020
0789480646,others,DK Publishing Inc,en,health fitness,2020
0790000458,others,Heinemann,en,others,2000
0790009072,others,others,en,fiction,2020
0792265289,Susanna Moore,National Geographic,en,travel,2020
0802133525,others,Grove Press,en,drama,2000
0802135161,Jeanette Winterson,Grove Press,en,fiction,2000
0806518561,Philip K. Dick,Citadel Press,en,fiction,2000
0811828301,others,Chronicle Books,en,pets,2020
0812514300,Carole Nelson Douglas,Tor Books,en,fiction,2000
0812561864,Carole Nelson Douglas,Forge,en,fiction,2000
0812574745,Piers Anthony,Tor Fantasy,en,fiction,2020
0812970802,others,Random House,en,biography autobiography,2020
0824817060,others,University of Hawaii Press,en,fiction,2000
0836218051,Bill Watterson,Andrews McMeel Pub,en,fiction,1990
0836268237,Patrick McDonnell,Andrews McMeel Pub,en,fiction,2000
0836282868,Patrick McDonnell,Andrews McMeel Pub,en,humor,2000
0872863654,others,City Lights Publishers,en,literary,2000
0880299193,others,Dorset House Publishing Co Inc,en,fiction,2000
0887308589,Scott Adams,HarperBusiness,en,humor,2000
0892131012,A. C. Bhaktivedanta Swami Prabhupada,Bhaktivedanta Book Trust,en,religion,1980
0932379435,others,Firebrand Books,en,fiction,1990
0946487758,others,others,en,fiction,2020
0966086503,others,others,en,fiction,2000
0966941411,others,others,en,fiction,2020
0971263906,others,others,en,fiction,2020
140004538X,others,Harmony,en,fiction,2020
140004832X,others,Crown,en,biography autobiography,2020
1401300065,others,Hyperion,en,biography autobiography,2020
1558171665,others,Pinnacle Books,en,fiction,1990
1558746927,others,Health Communications,en,self help,2000
1565120507,others,Algonquin Books of Chapel Hill,en,fiction,2000
1565123352,others,Algonquin Books of Chapel Hill,en,fiction,2020
1567312292,others,MJF Books,en,others,2000
1568843968,others,For Dummies,en,fiction,2000
1569471568,others,Soho Press,en,fiction,2000
1570089949,Orson Scott Card,others,en,fiction,2020
1570629137,others,Shambhala,en,fiction,2020
1573222127,others,Riverhead Books,en,fiction,2020
1582343187,others,Bloomsbury,en,pets,2020
1841954608,others,Canongate Books,en,fiction,2020
1850514496,others,others,en,fiction,2000
1853261874,others,NTC/Contemporary Publishing Company,en,fiction,2000
1878067125,others,Pub Group West,en,fiction,2000
1892514877,others,Independent Publishers Group,en,fiction,2020
1931201080,others,Times Books,en,fiction,2020
0671656155,Marion Zimmer Bradley,Baen,en,fiction,1990
0968288308,others,others,en,biography autobiography,2000
0060090383,Marian Keyes,Perennial,en,fiction,2020
0060193751,Patricia Gaffney,Collins,en,fiction,2020
006103004X,others,Perennial,en,history,2000
0061031992,Jacquelyn Mitchard,HarperTorch,en,fiction,2020
0064403688,Katherine Paterson,HarperTrophy,en,fiction,2000
0070064512,Erma Bombeck,McGraw-Hill,en,humor,1980
0140276904,Jane Green,Penguin,en,fiction,2000
0140285679,Nick Hornby,Penguin,en,fiction,2020
0141000198,Helen Fielding,Penguin,en,fiction,2020
0312063571,Rosamunde Pilcher,St Martins Pr,en,fiction,2000
0312198493,Jennifer Crusie,St Martins Pr,en,fiction,2000
0312983743,others,St. Martin's Paperbacks,en,fiction,2020
0316769509,J.D. Salinger,"Little, Brown",en,fiction,2000
0316781010,Anita Shreve,Back Bay Books,en,fiction,2000
0345438817,others,Ballantine Books,en,fiction,2020
0345450698,others,Ballantine Books,en,fiction,2020
0375412336,others,Knopf,en,biography autobiography,2020
0375412530,ANNE TYLER,Knopf,en,fiction,2020
0375508716,others,Villard,en,biography autobiography,2020
0380868768,Sue Townsend,Avon,en,fiction,1990
0385315724,others,Delta,en,fiction,2000
0385413041,others,Nan A. Talese,en,fiction,2000
0385499825,others,Doubleday,en,biography autobiography,2020
0399142401,Nora Roberts,Putnam Publishing Group,en,fiction,2000
039915079X,Tom Clancy,G. P. Putnam's Sons,en,fiction,2020
0425135020,John Sandford,Berkley Publishing Group,en,fiction,2020
0425179885,John Sandford,Berkley Publishing Group,en,fiction,2020
